company_id,start_year,end_year,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,roce_pct
NTPC,2013.0,2024.0,8.670431175982184,4.913471780415857,4.456188922784876,13.806634964816796
ONGC,2013.0,2024.0,12.493606976845228,8.200932942621964,6.755905763916981,21.299090599799545
PFC,2013.0,2024.0,16.34102273801492,17.623102994212946,14.916538613751328,3.2966419171910046
PIDILITIND,2013.0,2024.0,11.667953979534062,13.737180731636279,14.05813509062337,30.470639982405984
PNB,2013.0,2024.0,8.813269317115036,5.616500255021095,-10.76416974569997,
POWERGRID,2013.0,2024.0,12.075841329781234,12.380318048027217,11.76768745302239,18.814792036490875
RECLTD,2013.0,2024.0,12.019401408250797,12.603343158601144,12.349968402959565,8.603244861584521
RELIANCE,2013.0,2024.0,7.739656958869512,12.8586119828344,11.76768745302239,15.180997435805937
SBILIFE,2013.0,2024.0,21.9557087625458,10.524390741600165,11.047632661965402,13.303401193185312
SHREECEM,2013.0,2024.0,12.869899449516398,5.087570067184388,4.753385601472959,22.671867381764994
SHRIRAMFIN,2013.0,2024.0,16.152206944141454,15.876006189427194,11.310171272365043,4.053617819316557
SIEMENS,2011.0,2024.0,4.890782003545646,9.17747751173572,,25.76745970836531
SUNPHARMA,2013.0,2024.0,14.316083130091606,9.705653293530192,10.014102370419486,19.366133329613458
TATACONSUM,2013.0,2024.0,6.830962724710621,9.561009262740882,6.504108943996267,9.974192964187079
TATAMOTORS,2013.0,2024.0,7.949270416006682,11.11655074662723,9.397006228240844,31.410185394800855
TATAPOWER,2013.0,2024.0,5.763140219246821,38.082893162632914,,15.382524947279169
TATASTEEL,2013.0,2024.0,4.948824761335846,,,8.569740264536586
TCS,2013.0,2024.0,12.969173527526845,11.387761678665665,12.143172548893544,61.29852272007671
TECHM,2013.0,2024.0,20.196841001530764,5.668311519254132,-0.37042128253242934,19.075875144833397
TITAN,2013.0,2024.0,15.85289165444863,15.375110201391973,15.489671829561292,18.563599286260516
TORNTPHARM,2013.0,2024.0,11.615318372406103,12.922163080178638,12.820134102936432,33.051166290443945
TRENT,2013.0,2024.0,17.33634235101238,,,45.38485127261576
TVSMOTOR,2013.0,2024.0,16.19438019533428,22.090759716844023,22.10946234986555,25.050270342732023
ULTRACEMCO,2013.0,2024.0,11.935467336286454,9.096451494937007,8.605731546261586,17.28095596777694
UNIONBANK,2013.0,2024.0,13.400482445608697,18.431882220997807,-6.106908933829369,1.6605073059949627
UNITDSPR,2013.0,2024.0,0.7937813908974967,,,27.0920245398773
VEDL,2013.0,2024.0,43.28966740538647,11.484955106079408,-7.522065421210222,34.57151138998773
WIPRO,2013.0,2024.0,8.27619898118359,5.475405307611836,7.430929827963428,19.256293588189713
ZOMATO,2018.0,2024.0,72.11429493392902,,,3.955154157583307
ZYDUSLIFE,2013.0,2024.0,10.749501698345965,17.25068989572167,18.270291670028428,25.786963434022258
